Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
12/31/78,207.8,129.2,,104.6,,,,,207.8,,,,,,,,,129.2,,207.8,,,,
1/31/79,227.3,139.5,"44,853.1",113.3,269.5,378.8,"1,852.8",,227.3,,754.1,"1,41,796.4",869.4,"4,582.2",,,"1,11,186.6",139.5,,227.3,197.0,,269.5,198.6
2/28/79,245.7,151.3,"49,213.2",122.5,293.2,410.6,"2,010.4",,245.7,,822.3,"1,53,099.6",939.1,"4,949.5",,,"1,18,284.0",151.3,,245.7,209.9,,293.2,216.7
3/30/79,242.1,149.3,"49,989.4",118.8,284.2,407.3,"1,974.9",,242.1,,810.1,"1,51,068.5",926.2,"4,884.5",,,"1,16,507.1",149.3,,242.1,204.4,,284.2,215.9
4/30/79,239.2,148.8,"51,707.2",115.4,274.2,410.5,"1,960.9",,239.2,,817.3,"1,49,744.3",919.9,"4,842.6",,,"1,15,555.9",148.8,,239.2,202.8,,274.2,215.8
5/31/79,257.6,161.0,"56,429.3",125.2,297.7,445.4,"2,119.4",,257.6,,870.7,"1,60,957.0",983.5,"5,208.5",,,"1,24,738.2",161.0,,257.6,217.6,,297.7,233.0
6/29/79,279.1,173.0,"61,069.3",132.1,327.4,474.5,"2,248.9",,279.1,,941.3,"1,72,550.1","1,064.8","5,592.2",,,"1,32,563.7",173.0,,279.1,235.6,,327.4,251.1
7/31/79,294.7,178.2,"63,843.1",130.5,343.0,486.1,"2,309.7",,294.7,,980.4,"1,82,837.9","1,109.8","5,881.5",,,"1,37,305.9",178.2,,294.7,248.5,,343.0,261.4
8/31/79,300.8,182.0,"65,530.2",134.5,352.0,498.5,"2,409.8",,300.8,,"1,024.8","1,90,103.6","1,147.1","6,194.9",,,"1,48,383.2",182.0,,300.8,252.0,,352.0,266.6
9/28/79,355.1,212.4,"78,779.2",161.6,413.0,571.4,"2,865.0",,355.1,,"1,189.7","2,21,560.7","1,343.1","7,260.9",,,"1,75,525.8",212.4,,355.1,294.6,,413.0,314.7
10/31/79,391.7,235.4,"90,002.7",182.6,459.1,637.1,"3,204.0",,391.7,,"1,319.0","2,45,305.8","1,488.5","7,981.6",,,"1,93,444.0",235.4,,391.7,323.8,,459.1,350.9
11/30/79,392.0,234.8,"95,936.2",183.7,461.9,643.9,"3,183.5",,392.0,,"1,315.7","2,44,624.9","1,465.9","7,876.6",,,"1,84,889.7",234.8,,392.0,324.3,,461.9,357.9
12/31/79,455.1,268.2,"1,11,042.2",207.2,540.6,739.8,"3,731.8",,455.1,,"1,551.9","2,88,307.7","1,751.8","9,383.5",,,"2,23,444.2",268.2,,455.1,382.0,,540.6,418.8
1/31/80,675.3,395.1,"1,60,503.7",298.0,784.8,"1,076.1","5,358.0",,675.3,,"2,264.6","4,21,650.5","2,551.9","13,731.5",,,"3,23,082.0",395.1,,675.3,553.1,,784.8,607.6
2/29/80,665.3,392.5,"1,62,529.5",290.5,769.6,"1,091.1","5,286.7",,665.3,,"2,227.3","4,15,365.3","2,485.2","13,469.0",,,"3,82,813.6",392.5,,665.3,541.8,,769.6,602.7
3/31/80,553.6,343.6,"1,37,667.9",250.7,648.9,975.8,"4,511.5",,553.6,,"1,856.4","3,46,958.8","2,076.6","11,287.7",,,"3,30,759.4",343.6,,553.6,448.8,,648.9,508.0
4/30/80,517.4,326.1,"1,29,014.5",233.6,613.2,907.0,"4,164.4",,517.4,,"1,717.3","3,22,285.8","1,927.5","10,475.5",,,"2,97,208.7",326.1,,517.4,417.4,,613.2,473.3
5/30/80,513.8,312.8,"1,17,281.6",223.1,603.2,854.9,"4,053.3",,513.8,,"1,689.7","3,17,460.1","1,892.1","10,391.1",,,"2,98,538.7",312.8,,513.8,406.2,,603.2,454.5
6/30/80,600.7,361.2,"1,30,957.3",257.0,691.9,981.3,"4,711.1",,600.7,,"2,008.2","3,76,502.8","2,233.2","12,248.2",,,"3,59,842.5",361.2,,600.7,465.7,,691.9,520.7
7/31/80,644.3,384.8,"1,42,641.2",271.6,743.4,"1,038.1","5,012.4",,644.3,,"2,142.5","4,03,482.1","2,387.6","13,093.4",,,"3,86,803.2",384.8,,644.3,493.6,,743.4,556.8
8/29/80,627.2,382.4,"1,40,384.5",264.5,726.4,"1,035.0","4,867.0",,627.2,,"2,072.6","3,90,973.1","2,303.6","12,705.7",,,"3,80,103.4",382.4,,627.2,476.4,,726.4,541.2
9/30/80,673.6,412.4,"1,44,562.5",280.5,784.6,"1,104.9","5,211.1",,673.6,,"2,235.2","4,21,213.0","2,481.0","13,697.3",,,"4,14,638.8",412.4,,673.6,507.4,,784.6,575.6
10/31/80,661.2,414.3,"1,38,469.5",273.6,773.7,"1,099.6","5,112.3",,661.2,,"2,195.6","4,13,691.1","2,436.8","13,461.8",,,"4,10,082.6",414.3,,661.2,496.9,,773.7,563.7
11/28/80,623.5,406.1,"1,32,816.5",260.2,739.5,"1,078.2","4,833.7",,623.5,,"2,071.2","3,89,668.8","2,292.5","12,758.6",,,"4,12,966.0",406.1,,623.5,468.3,,739.5,534.2
12/31/80,594.9,398.2,"1,24,946.0",253.7,712.9,"1,063.3","4,705.2",,594.9,,"1,981.4","3,72,789.8","2,191.0","12,193.5",,,"3,95,089.3",398.2,,594.9,448.8,,712.9,510.1
1/30/81,557.4,380.4,"1,12,804.8",231.8,663.8,"1,015.5","4,430.0",,557.4,,"1,858.0","3,49,397.3","2,048.5","11,461.8",,,"3,65,942.3",380.4,,557.4,417.5,,663.8,472.3
2/27/81,499.8,364.6,"1,03,241.8",217.9,601.2,978.3,"4,110.2",,499.8,,"1,672.7","3,15,075.4","1,846.2","10,326.0",,,"3,43,626.8",364.6,,499.8,388.0,,601.2,431.7
3/31/81,498.8,362.7,"1,04,319.8",223.3,594.9,960.1,"4,093.1",,498.8,,"1,670.6","3,09,761.9","1,815.0","10,129.2",,,"3,31,019.4",362.7,,498.8,394.9,,594.9,429.3
4/30/81,495.8,371.8,"1,06,571.4",227.6,590.9,979.1,"4,107.8",,495.8,,"1,665.1","3,10,657.0","1,822.5","10,220.6",,,"3,43,587.5",371.8,,495.8,402.4,,590.9,430.5
5/29/81,479.7,381.7,"1,06,059.3",229.8,576.6,993.0,"4,034.0",,479.7,,"1,621.3","3,04,239.8","1,777.1","9,988.0",,,"3,33,923.1",381.7,,479.7,402.6,,576.6,421.0
6/30/81,460.8,379.3,"1,03,252.4",233.4,553.9,955.4,"3,968.2",,460.8,,"1,565.4","2,92,153.3","1,744.0","9,635.2",,,"3,29,168.7",379.3,,460.8,399.5,,553.9,403.5
7/31/81,409.3,345.6,"94,977.3",218.3,495.2,857.9,"3,632.1",,409.3,,"1,397.4","2,59,995.5","1,519.0","8,895.2",,,"2,88,074.3",345.6,,409.3,376.8,,495.2,358.0
8/31/81,410.2,355.7,"95,704.3",225.3,501.8,889.9,"3,705.0",,410.2,,"1,401.9","2,57,980.6","1,503.0","9,347.6",,,"2,85,034.9",355.7,,410.2,389.6,,501.8,360.0
9/30/81,443.8,365.5,"1,01,783.1",244.4,532.4,898.5,"4,039.1",,443.8,,"1,515.8","2,78,917.8","1,626.0","10,146.4",,,"3,08,812.4",365.5,,443.8,420.1,,532.4,386.2
10/30/81,437.8,355.1,"1,01,182.9",237.7,526.2,823.7,"3,998.6",,437.8,,"1,494.8","2,75,886.7","1,606.0","10,005.4",,,"2,94,256.2",355.1,,437.8,418.2,,526.2,382.7
11/30/81,413.4,333.7,"92,357.6",217.4,491.0,737.6,"3,766.8",,413.4,,"1,413.7","2,60,627.0","1,512.7","9,457.8",,,"2,75,135.7",333.7,,413.4,397.9,,491.0,361.0
12/31/81,410.1,335.5,"89,639.3",215.3,486.0,744.2,"3,749.3",,410.1,,"1,403.0","2,58,899.1","1,509.2","9,416.1",,,"2,90,364.4",335.5,,410.1,397.5,,486.0,361.5
1/29/82,384.1,319.3,"86,326.3",203.6,458.0,708.6,"3,507.0",,384.1,,"1,313.7","2,42,491.1","1,417.5","8,791.7",,,"2,72,239.4",319.3,,384.1,370.9,,458.0,344.9
2/26/82,374.1,320.2,"88,211.4",202.6,454.1,708.8,"3,440.4",,374.1,,"1,280.5","2,40,380.8","1,379.4","8,600.2",,,"2,69,699.2",320.2,,374.1,367.1,,454.1,345.0
3/31/82,330.3,288.9,"79,645.7",182.8,403.1,623.7,"3,064.7",,330.3,,"1,129.5","2,14,542.4","1,214.9","7,590.8",,,"2,37,031.3",288.9,,330.3,337.2,,403.1,311.6
4/30/82,350.3,312.8,"85,434.5",197.8,428.9,687.5,"3,274.2",,350.3,,"1,199.8","2,27,363.8","1,281.6","7,992.1",,,"2,53,268.7",312.8,,350.3,368.8,,428.9,332.9
5/31/82,333.8,288.2,"79,283.4",184.4,412.5,652.6,"3,107.0",,333.8,,"1,147.8","2,19,050.3","1,233.9","7,662.7",,,"2,39,277.3",288.2,,333.8,356.0,,412.5,315.6
6/30/82,315.0,287.7,"79,099.8",179.2,401.1,654.3,"2,970.0",,315.0,,"1,079.9","2,06,115.0","1,157.6","7,213.3",,,"2,34,991.2",287.7,,315.0,351.0,,401.1,304.8
7/30/82,339.0,317.3,"86,107.0",195.3,428.9,707.6,"3,224.8",,339.0,,"1,162.0","2,22,416.9","1,244.5","7,767.6",,,"2,51,382.6",317.3,,339.0,387.4,,428.9,334.2
8/31/82,364.2,344.2,"93,958.0",210.8,452.3,765.8,"3,468.6",,364.2,,"1,250.9","2,39,405.0","1,331.4","8,295.5",,,"2,70,972.4",344.2,,364.2,417.6,,452.3,371.0
9/30/82,437.3,418.0,"1,15,172.3",255.3,541.2,937.3,"4,223.6",,437.3,,"1,508.3","2,91,975.6","1,611.1","10,051.2",,,"3,29,230.5",418.0,,437.3,503.9,,541.2,456.8
10/29/82,422.2,410.7,"1,14,652.9",248.7,519.9,917.9,"4,094.0",,422.2,,"1,454.9","2,85,618.0","1,553.4","9,675.2",,,"3,13,452.5",410.7,,422.2,489.9,,519.9,447.9
11/30/82,414.9,412.4,"1,09,638.1",254.0,508.8,910.3,"4,050.1",,414.9,,"1,427.5","2,83,791.5","1,527.4","9,512.2",,,"3,16,916.9",412.4,,414.9,472.8,,508.8,440.1
12/31/82,444.3,428.9,"1,08,127.7",274.6,549.1,914.7,"4,296.4",,444.3,,"1,526.1","3,03,109.8","1,625.1","10,126.6",,,"3,31,485.5",428.9,,444.3,482.5,,549.1,459.8
1/31/83,481.3,455.7,"1,12,746.3",306.1,593.6,951.0,"4,734.4",,481.3,0.1,"1,661.7","3,38,064.1","1,784.8","11,118.9",,,"3,72,926.0",455.7,,481.3,514.8,,593.6,492.0
2/28/83,491.2,472.5,"1,16,692.8",320.6,605.7,996.9,"4,880.2",,491.2,0.1,"1,698.8","3,44,358.7","1,811.5","11,289.0",,,"3,89,136.0",472.5,,491.2,541.5,,605.7,510.3
3/31/83,419.7,408.5,"1,00,267.5",281.7,515.7,869.2,"4,183.6",,419.7,0.1,"1,448.1","2,95,741.3","1,551.6","9,637.0",,,"3,22,000.9",408.5,,419.7,458.8,,515.7,476.5
4/29/83,432.9,430.7,"1,02,951.2",280.7,533.5,890.9,"4,309.0",,432.9,0.1,"1,494.0","4,17,210.3","1,582.7","9,862.2",,,"3,19,074.1",430.7,,432.9,473.4,,533.5,498.8
5/31/83,438.0,440.6,"1,02,665.1",278.5,537.6,900.6,"4,365.0",,438.0,0.1,"1,509.7","4,22,184.5","1,598.7","9,976.4",,,"3,33,815.3",440.6,,438.0,473.5,,537.6,497.4
6/30/83,412.8,428.4,"99,216.1",266.8,508.9,872.4,"4,153.3",,412.8,0.1,"1,428.5","4,05,299.4","1,527.2","9,510.1",,,"3,29,646.0",428.4,,412.8,451.2,,508.9,471.4
7/29/83,422.7,448.0,"1,01,689.0",276.7,520.6,895.7,"4,255.1",,422.7,0.1,"1,460.7","4,13,270.1","1,552.8","9,711.3",,,"3,28,822.8",448.0,,422.7,463.5,,520.6,482.7
8/31/83,416.2,456.5,"1,01,763.8",277.0,513.3,900.5,"4,230.6",,416.2,0.1,"1,443.1","4,08,735.8","1,529.1","9,534.8",,,"3,29,694.0",456.5,,416.2,464.5,,513.3,473.0
9/30/83,411.8,451.6,"1,00,023.3",274.7,507.9,892.1,"4,204.6",,411.8,0.1,"1,433.7","4,06,774.0","1,517.1","9,470.8",,,"3,24,616.3",451.6,,411.8,458.9,,507.9,464.5
10/31/83,393.6,425.1,"91,828.9",262.8,485.4,832.9,"4,021.9",,393.6,0.1,"1,372.3","3,88,213.9","1,450.1","9,032.6",,,"3,11,055.0",425.1,,393.6,443.3,,485.4,431.1
11/30/83,381.7,423.9,"89,615.3",258.4,471.1,827.6,"3,949.9",,381.7,0.1,"1,327.0","3,76,834.7","1,402.6","8,753.4",,,"3,05,636.9",423.9,,381.7,451.8,,471.1,415.9
12/30/83,388.3,442.0,"91,035.6",270.9,483.8,853.3,"4,063.4",,388.3,0.1,"1,352.7","3,85,881.7","1,425.7","8,900.9",,,"3,15,863.5",442.0,,388.3,472.7,,483.8,430.3
1/31/84,370.9,431.5,"86,694.6",263.3,462.9,829.6,"3,966.9",,370.9,0.1,"1,300.4","3,70,075.2","1,361.1","8,528.9",,,"3,03,476.2",431.5,,370.9,465.2,,462.9,408.8
2/29/84,385.9,434.8,"90,242.8",267.9,481.9,852.0,"4,129.8",,385.9,0.1,"1,353.4","3,80,809.4","1,408.4","8,792.0",,,"3,00,948.3",434.8,,385.9,474.4,,481.9,412.5
3/30/84,394.3,428.6,"88,946.1",270.7,501.0,848.4,"4,228.2",,394.3,0.1,"1,387.8","3,93,124.4","1,450.0","9,056.8",,,"3,19,992.4",428.6,,394.3,480.4,,501.0,414.8
4/30/84,381.4,420.6,"85,915.0",268.1,487.8,835.5,"4,116.2",,381.4,0.1,"1,343.8","3,83,417.2","1,384.8","8,775.1",,,"3,05,835.4",420.6,,381.4,475.6,,487.8,412.9
5/31/84,377.4,431.4,"87,039.6",271.5,487.9,855.6,"4,139.7",,377.4,0.1,"1,327.0","3,80,951.0","1,387.8","8,677.2",,,"3,02,492.9",431.4,,377.4,482.2,,487.9,416.4
6/29/84,377.7,431.2,"88,305.1",274.3,493.0,863.3,"4,173.9",,377.7,0.1,"1,329.3","3,83,516.5","1,394.2","8,697.6",,,"3,03,672.2",431.2,,377.7,494.6,,493.0,428.6
7/31/84,347.5,411.7,"84,343.3",262.9,459.6,836.7,"3,934.7",,347.5,0.1,"1,220.7","3,54,973.3","1,278.3","7,975.4",,,"2,86,285.4",411.7,,347.5,521.5,,459.6,415.9
8/31/84,347.7,418.2,"84,246.8",264.8,452.8,840.2,"4,003.5",,347.7,0.1,"1,225.9","3,59,938.5","1,281.0","7,974.8",,,"2,80,854.4",418.2,,347.7,545.8,,452.8,410.8
9/28/84,341.1,428.6,"83,505.0",270.8,447.5,851.4,"4,016.6",,341.1,0.1,"1,208.1","3,63,434.4","1,268.5","7,867.2",,,"2,85,668.5",428.6,,341.1,565.2,,447.5,409.6
10/31/84,340.2,434.3,"83,910.9",278.7,448.4,858.1,"4,070.5",,340.2,0.1,"1,210.3","3,60,816.0","1,246.2","7,782.2",,,"2,80,507.6",434.3,,340.2,600.0,,448.4,406.7
11/30/84,341.2,425.5,"83,166.5",274.9,449.9,842.3,"4,105.2",,341.2,0.1,"1,216.6","3,63,666.6","1,253.2","8,971.8",,,"2,74,605.7",425.5,,341.2,614.5,,449.9,398.0
12/31/84,320.2,411.5,"79,194.0",269.1,421.9,817.4,"3,908.7",,320.2,0.1,"1,139.6","3,40,807.9","1,177.5","8,482.0",,,"2,64,186.0",411.5,,320.2,603.2,,421.9,379.9
1/31/85,302.8,398.2,"76,938.4",268.6,401.2,804.8,"3,813.3",855.2,302.8,0.1,"1,085.8","3,28,331.8","1,114.2","8,163.7",,,"2,57,388.7",398.2,,302.8,657.5,855.2,401.2,371.9
2/28/85,299.1,409.7,"78,095.2",273.6,405.3,840.4,"3,869.6",851.6,299.1,0.1,"1,076.1","3,27,440.6","1,100.4","8,258.1",,,"2,57,242.2",409.7,,299.1,589.2,851.6,405.3,406.5
3/29/85,303.9,417.9,"78,114.5",270.0,418.9,847.9,"3,856.6",845.6,303.9,0.1,"1,090.8","3,25,956.8","1,091.5","8,222.1",,,"2,46,917.0",417.9,,303.9,599.1,845.6,418.9,433.9
4/30/85,325.3,420.9,"81,673.9",262.1,443.0,840.0,"4,005.6",927.8,325.3,0.2,"1,175.9","3,61,563.6","1,200.8","8,842.4",,,"2,75,774.2",420.9,,325.3,628.6,927.8,443.0,493.0
5/31/85,316.4,411.9,"79,549.6",252.8,434.9,825.9,"3,917.7",895.1,316.4,0.2,"1,141.6","3,51,202.3","1,160.1","8,568.9",,,"2,72,523.2",411.9,,316.4,627.0,895.1,434.9,466.3
6/28/85,316.5,407.4,"78,758.7",247.0,432.6,813.6,"3,910.0",900.3,316.5,0.2,"1,151.6","3,50,789.8","1,160.8","8,562.2",,,"2,77,067.9",407.4,,316.5,623.7,900.3,432.6,474.6
7/31/85,317.2,390.8,"76,493.2",230.2,429.0,764.1,"3,800.5",903.3,317.2,0.2,"1,157.5","3,51,229.6","1,153.1","8,431.6",,,"2,64,439.3",390.8,,317.2,619.9,903.3,429.0,454.1
8/30/85,329.8,394.0,"78,237.6",238.3,447.4,757.0,"3,918.4",959.0,329.8,0.2,"1,203.3","3,70,943.4","1,217.8","8,764.2",,,"2,94,145.9",394.0,,329.8,769.9,959.0,447.4,465.7
9/30/85,323.4,393.0,"76,238.0",236.9,442.7,752.4,"3,894.0",951.3,323.4,0.2,"1,177.5","3,62,847.6","1,186.1","8,686.5",,,"2,92,537.3",393.0,,323.4,815.3,951.3,442.7,467.6
10/31/85,325.8,371.3,"69,937.3",229.2,445.5,706.2,"3,902.6",986.3,325.8,0.2,"1,190.6","3,64,870.9","1,195.6","8,524.0",,,"2,88,404.4",371.3,,325.8,848.2,986.3,445.5,464.0
11/29/85,325.3,363.8,"66,321.5",225.8,447.6,692.4,"3,903.3","1,036.3",325.3,0.2,"1,186.0","3,63,746.5","1,189.8","8,421.2",,,"2,90,595.9",363.8,,325.3,862.9,"1,036.3",447.6,479.6
12/31/85,321.9,351.1,"65,137.1",222.7,447.7,675.4,"3,871.6","1,037.7",321.9,0.2,"1,173.2","3,64,589.2","1,190.8","8,511.0",,,"2,91,987.3",351.1,,321.9,862.3,"1,037.7",447.7,471.3
1/31/86,345.4,366.3,"68,952.3",242.6,484.8,712.5,"4,214.4","1,111.3",345.4,0.2,"1,256.9","3,87,945.2","1,264.7","9,080.9",,,"3,09,081.2",366.3,,345.4,810.6,"1,111.3",484.8,492.7
2/28/86,338.9,343.8,"62,661.3",237.1,476.2,662.5,"4,175.8","1,077.0",338.9,0.2,"1,239.7","3,78,815.4","1,247.2","8,804.5",,,"2,98,799.9",343.8,,338.9,705.7,"1,077.0",476.2,485.0
3/31/86,345.7,341.1,"61,657.3",235.5,483.3,659.0,"4,210.4","1,106.6",345.7,0.2,"1,260.7","3,86,365.4","1,266.9","8,956.3",,,"3,04,753.4",341.1,,345.7,700.0,"1,106.6",483.3,487.3
4/30/86,340.4,339.4,"59,497.2",227.2,471.8,646.3,"4,199.6","1,083.0",340.4,0.2,"1,239.9","3,80,481.7","1,247.7","8,844.0",,,"2,97,270.7",339.4,,340.4,695.9,"1,083.0",471.8,469.9
5/30/86,342.4,335.8,"57,222.9",225.3,471.2,634.9,"4,253.5","1,095.7",342.4,0.2,"1,251.0","3,87,298.9","1,258.4","8,915.4",,,"3,02,984.6",335.8,,342.4,751.1,"1,095.7",471.2,471.7
6/30/86,342.7,337.2,"57,408.8",227.1,476.2,630.6,"4,294.2","1,093.1",342.7,0.2,"1,284.6","3,83,027.6","1,259.1","8,906.6",,,"3,03,056.9",337.2,,342.7,864.3,"1,093.1",476.2,496.1
7/31/86,348.3,331.2,"55,284.0",230.8,480.9,608.4,"4,345.9","1,230.6",348.3,0.2,"1,306.6","3,93,396.2","1,279.2","9,043.0",,,"3,09,587.0",331.2,,348.3,888.4,"1,230.6",480.9,553.1
8/29/86,376.6,345.6,"57,969.8",253.2,522.1,624.9,"4,702.3","1,391.2",376.6,0.3,"1,409.3","4,24,185.5","1,379.7","9,691.9",,,"3,31,505.1",345.6,,376.6,974.7,"1,391.2",522.1,612.8
9/30/86,417.7,380.7,"64,511.3",284.1,578.3,689.2,"5,263.4","1,538.4",417.7,0.3,"1,563.9","5,89,924.0","1,533.5","10,811.5",,,"3,69,192.2",380.7,,417.7,965.5,"1,538.4",578.3,671.3
10/31/86,423.5,380.0,"66,302.8",296.8,589.2,696.3,"5,431.1","1,579.7",423.5,0.3,"1,591.0","6,95,200.5","1,558.1","10,986.7",,,"3,72,283.0",380.0,,423.5,952.5,"1,579.7",589.2,664.6
11/28/86,397.6,360.7,"64,897.3",279.0,552.9,672.2,"5,188.3","1,483.5",397.6,0.3,"1,494.3","6,57,206.0","1,463.8","10,352.2",,,"3,46,297.4",360.7,,397.6,897.4,"1,483.5",552.9,617.9
12/31/86,390.9,350.2,"63,390.3",272.4,539.1,651.1,"5,107.2","1,447.9",390.9,0.3,"1,465.0","6,45,073.6","1,435.1","10,191.6",,,"3,37,602.2",350.2,,390.9,868.2,"1,447.9",539.1,592.0
1/30/87,408.3,344.9,"63,274.2",270.9,556.0,638.8,"5,287.4","1,513.2",408.3,0.3,"1,530.4","6,65,819.6","1,498.8","10,473.2",,,"3,50,261.1",344.9,,408.3,855.1,"1,513.2",556.0,617.2
2/27/87,401.1,333.5,"61,508.4",262.5,535.0,617.4,"5,213.6","1,483.5",401.1,0.3,"1,503.5","6,55,655.4","1,472.4","10,260.1",,,"3,43,157.8",333.5,,401.1,834.1,"1,483.5",535.0,600.0
3/31/87,408.9,341.8,"61,792.0",256.8,538.3,628.2,"5,249.5","1,511.7",408.9,0.3,"1,530.8","6,70,158.7","1,499.1","10,457.2",,,"3,47,508.4",341.8,,408.9,845.3,"1,511.7",538.3,593.7
4/30/87,438.4,361.7,"62,481.3",268.6,578.3,654.4,"5,576.8","1,621.3",438.4,0.3,"1,642.0","7,20,696.8","1,608.3","11,152.4",,,"3,67,903.4",361.7,,438.4,881.8,"1,621.3",578.3,615.3
5/29/87,460.2,376.4,"64,698.6",276.2,617.2,677.1,"5,825.5","1,716.4",460.2,0.4,"1,727.1","7,61,194.5","1,690.4","11,708.9",,,"3,81,190.6",376.4,,460.2,922.9,"1,716.4",617.2,644.6
6/30/87,449.6,373.7,"65,025.1",276.0,602.5,678.5,"5,759.7","1,678.5",449.6,0.4,"1,688.4","7,42,814.4","1,653.6","11,451.7",,,"3,66,645.4",373.7,,449.6,909.7,"1,678.5",602.5,627.4
7/31/87,450.5,380.0,"67,661.0",280.0,597.0,691.7,"5,839.1","1,677.8",450.5,0.4,"1,690.2","7,42,752.8","1,654.4","11,653.2",,,"3,64,190.0",380.0,,450.5,928.0,"1,677.8",597.0,636.1
8/31/87,461.2,390.7,"68,025.0",288.6,610.8,709.1,"6,003.6","1,717.2",461.2,0.4,"1,726.2","7,56,045.8","1,690.7","11,932.1",,,"3,71,953.6",390.7,,461.2,956.0,"1,717.2",610.8,651.2
9/30/87,460.4,379.8,"65,895.2",279.7,605.2,691.1,"5,946.9","1,716.5",460.4,0.4,"1,726.0","7,57,681.4","1,690.3","11,677.1",,,"3,71,170.6",379.8,,460.4,940.0,"1,716.5",605.2,632.6
10/30/87,465.4,381.0,"66,560.2",280.0,608.2,694.2,"6,027.9","1,723.5",465.4,0.4,"1,742.3","7,65,455.5","1,706.8","11,800.0",,,"3,73,024.5",381.0,,465.4,951.4,"1,723.5",608.2,651.5
11/30/87,467.6,361.2,"63,195.8",263.1,614.6,645.1,"6,028.1","1,725.7",467.6,0.4,"1,749.8","7,67,422.7","1,714.3","11,751.3",,,"3,72,180.1",361.2,,467.6,922.1,"1,725.7",614.6,680.0
12/31/87,486.2,366.6,"62,557.0",266.6,636.2,648.1,"6,263.6","1,795.9",486.2,0.5,"1,824.0","7,98,419.2","1,786.8","12,152.6",,,"3,86,278.8",366.6,,486.2,949.7,"1,795.9",636.2,685.1
1/29/88,476.6,362.3,"60,967.1",264.8,612.9,642.9,"6,205.0","1,792.2",476.6,0.5,"1,788.3","7,98,502.8","1,751.6","12,008.0",,,"3,77,095.9",362.3,,476.6,941.4,"1,792.2",612.9,670.3
2/29/88,442.1,344.4,"57,173.3",251.5,561.3,615.9,"5,745.4","1,657.2",442.1,0.5,"1,659.2","7,36,847.1","1,624.9","11,138.1",,,"3,42,089.9",344.4,,442.1,907.9,"1,657.2",561.3,620.2
3/31/88,443.6,341.9,"56,195.2",242.0,552.2,612.9,"5,730.3","1,628.5",443.6,0.5,"1,657.5","7,29,744.8","1,623.2","10,982.0",,,"3,32,663.5",341.9,,443.6,941.9,"1,628.5",552.2,603.0
4/29/88,451.6,346.9,"56,458.2",240.5,558.1,625.3,"5,929.5","1,680.0",451.6,0.6,"1,694.5","7,55,218.0","1,659.4","11,375.8",,,"3,35,159.9",346.9,,451.6,967.7,"1,680.0",558.1,603.3
5/31/88,451.1,350.8,"56,240.2",241.3,557.8,636.4,"5,971.2","1,679.9",451.1,0.6,"1,690.8","7,55,721.9","1,655.7","11,261.2",,,"3,31,962.8",350.8,,451.1,997.1,"1,679.9",557.8,579.2
6/30/88,451.3,363.8,"57,463.7",254.0,549.0,659.4,"6,214.3","1,699.5",451.3,0.6,"1,694.2","7,64,845.3","1,659.2","11,347.0",,,"3,30,150.6",363.8,,451.3,"1,025.4","1,699.5",549.0,559.6
7/29/88,437.6,370.3,"58,234.1",256.8,528.5,670.7,"6,145.9","1,619.6",437.6,0.6,"1,641.4","7,39,470.0","1,607.3","11,124.5",,,"3,17,582.5",370.3,,437.6,"1,046.8","1,619.6",528.5,547.4
8/31/88,431.3,373.3,"57,697.7",254.0,527.6,683.3,"6,127.6","1,607.1",431.3,0.6,"1,619.2","7,35,545.2","1,585.8","10,999.5",,,"3,12,040.3",373.3,,431.3,"1,059.2","1,607.1",527.6,535.9
9/30/88,413.5,355.3,"55,599.9",245.4,507.6,651.7,"5,955.0","1,539.3",413.5,0.7,"1,551.1","7,04,906.4","1,519.0","10,547.2",,,"2,98,034.7",355.3,,413.5,"1,014.7","1,539.3",507.6,521.8
10/31/88,406.8,340.3,"52,301.7",234.1,489.6,624.7,"5,945.8","1,501.5",406.8,0.7,"1,522.7","6,92,661.2","1,491.8","10,252.9",,,"2,87,653.2",340.3,,406.8,"1,001.4","1,501.5",489.6,501.8
11/30/88,420.2,337.5,"51,723.1",232.1,511.6,615.8,"6,256.7","1,556.7",420.2,0.7,"1,573.9","7,18,908.2","1,541.0","10,538.6",,,"2,90,854.3",337.5,,420.2,"1,005.7","1,556.7",511.6,493.6
12/30/88,419.1,336.6,"51,728.0",229.0,501.7,619.2,"6,273.0","1,566.5",419.1,0.8,"1,573.9","7,28,568.5","1,541.0","10,513.6",,980.0,"2,87,570.8",336.6,,419.1,982.0,"1,566.5",501.7,487.2
1/31/89,404.0,337.6,"51,523.5",227.8,482.0,632.0,"6,095.1","1,518.5",404.0,0.8,"1,519.5","7,05,056.4","1,487.7","10,218.1",,952.9,"2,76,650.4",337.6,,404.0,965.6,"1,518.5",482.0,464.9
2/28/89,387.5,326.1,"49,528.8",220.9,461.2,610.4,"5,892.9","1,449.9",387.5,0.7,"1,454.7","6,77,941.1","1,424.2","9,811.5",,918.3,"2,62,920.2",326.1,,387.5,953.5,"1,449.9",461.2,454.2
